X,y
-0.24268136,-14.910424546198
-0.20493565,-24.6992108192038
0.38201366,36.4770512814372
-1.36678192,-92.3797554036495
0.2093517,32.464373921225
-1.51317617,-125.365620288118
-0.00720401,15.5787527012092
2.49574508,180.112342710746
3.33869871,276.54886988197
-1.94011876,-147.739669953635
1.13109827,90.4243796066079
1.2280371,93.2979691060605
0.35149965,42.3082151336787
1.23116852,87.3679462699162
-0.58540901,-25.478113046735
1.76313243,139.502816522338
0.47506937,21.4940864530061
0.20948972,39.0854611617436
0.22442459,9.59632320829459
-0.20560442,-13.1186612845493
0.55801048,60.4085910141665
-0.25034325,-11.4145610188029
1.28619618,106.721526996856
-0.96941571,-68.0557807801736
-0.13756232,-26.6407113686917
-0.12336154,-26.8672254697244
0.41054672,33.1110303233979
0.09464126,-3.36110231388425
-0.38987057,-12.5983610787359
-0.31467265,-13.6133232085359
-0.14762175,-0.569495477621993
1.30059943,98.2439907284954
-0.33627359,-20.8607030040181
1.36258773,127.625002133298
1.2974988,121.415356642842
0.6995875,36.5922774553272
-0.03894342,37.551079098117
0.14991227,-2.20199960003215
-0.28080257,-17.7100406276268
0.56929307,36.0820616665511
0.33861626,8.6528648299343
1.53370292,85.0599197124351
0.63815727,50.306758354531
-0.8683081,-60.0866064843855
-0.6384967,-47.8692474397412
0.36637302,30.2644306730553
0.35352359,18.2297641808369
0.91274165,80.0402166197314
2.28049322,172.659082123341
-0.1819682,-43.3477733815796
0.56957785,25.7704703777171
0.78544233,83.3871411906618
0.94341175,90.3770357278592
0.29372851,26.9366109223523
1.34011967,80.1876863959282
0.67890636,34.1518844182318
-0.20593736,-16.3841945048538
-0.07183273,2.9758753034347
0.44179553,33.3835930207643
-0.08526315,11.706456158856
-0.99734859,-63.1465768216243
-0.71712558,-38.5421271212335
-0.21095654,-12.0876838870488
-1.34181838,-101.059869132611
0.40638171,36.0492214674611
-1.08647879,-60.794690319735
-0.46199925,-15.2034668076287
1.20009254,111.170228764115
-0.25284611,-1.72328336516273
1.09519979,73.1740919559792
0.26858223,45.0891470704576
-2.72515272,-202.227697106369
1.16412172,87.3843257312531
-0.28598183,5.97739503555639
1.05179582,80.5049982066036
-0.23287077,-44.4332681537638
-0.72816481,-30.5228172194498
-0.35912082,-9.59328408743608
-0.70301997,-83.3399042070189
0.17087991,8.76680277239669
-0.37038969,-43.6181569589763
-0.55153858,-13.5640179209268
-1.19746896,-84.9468453653686
1.91733264,132.84530549345
0.24876699,33.0738435307142
-0.32960058,-26.8842897004527
-0.81817792,-96.7223242522429
-0.65862163,-36.5521912110422
0.40621333,19.6326642360572
0.78730967,54.0503757054203
0.13360648,7.69456925750512
-0.7255648,-24.9280530908018
0.40003536,33.8129586501059
0.49277061,1.21887893591216
-0.67546787,-37.6371827531734
-1.53748708,-136.667749836279
-0.0944146,-3.47491397220474
-1.34294038,-103.778830522761
-1.35566386,-99.9975320492505
-0.47014159,-16.2138718528159
1.00288633,84.9291900801731
1.32903565,88.6238462642704
-0.29628122,-44.2840953391841
-0.38336352,-26.931276813021
0.22838921,32.2717303994865
-2.07171725,-136.937802088826
0.0477645,-4.65273027216322
1.93267565,155.088351356946
-0.29076434,-18.8723710263758
-0.62240186,-28.8154993263953
-1.31235524,-86.8362255392678
-0.02530191,-14.3896756552991
-0.97635591,-70.8889030638118
-0.22801126,23.067772228123
0.83492478,76.0868108474171
-1.77867172,-120.984557709405
-0.47669725,-35.5408155217078
0.26651359,34.2080560260565
-1.7919125,-125.107634801227
0.58639499,12.6673871054824
-0.0241818,-10.8488750449505
-1.04233036,-80.3445022986156
-1.42350279,-115.037492489266
-0.72748344,-40.2579736925824
-1.28002513,-95.0745092654555
0.48107851,29.0748109732069
-0.41393609,-48.5839152653332
-0.05003152,-17.8540547058882
-0.30823126,2.22247335466235
0.32919223,54.8482510640958
-2.70106437,-184.86863316463
0.21708481,1.61280343269356
0.27271914,9.21207377686474
-0.18967217,21.8728384504955
-0.57678284,-28.0798868802658
-0.62134632,-55.1222020026551
-0.05306027,1.79920811777937
0.78273743,43.7052867962056
0.41310004,30.5984271684006
-0.23459044,5.76967464913988
0.69115666,44.6346601210722
1.70764841,97.623579476198
-0.72829675,-64.5614834460919
-1.35947818,-113.560551409753
1.42169924,97.14650319838
-0.48289853,-23.8373935274987
-0.01625892,-18.6583705712412
-0.11458934,-5.08365922359058
0.13066694,-26.5735292267912
0.9599425,81.2637363368533
0.45713659,22.0055077785878
-0.85267654,-55.7852478478776
-0.13577752,-13.5608817253651
0.433997,43.1434322492278
0.18111164,9.55451188265524
-1.58674369,-102.110363519407
-0.6207164,-58.1622993846739
-0.93044361,-77.4148065939782
-1.34149697,-114.942448955652
-0.21242611,-32.0307957258218
0.07719859,15.1301368692519
0.20092329,-17.3429626588775
-0.92872551,-83.5418775700819
1.20878708,86.7778737001206
1.54408802,105.13935720939
-1.28272707,-67.4980492477583
-0.34232218,-17.271737090472
0.88843749,73.2310959228085
-1.40386699,-127.412051097203
0.45936651,42.7368957348078
-0.33307298,-17.5701785910547
-1.64188193,-143.629693851572
-0.09030814,5.94662263326493
-1.96564067,-115.91770015399
-1.12858698,-84.6649073978579
